GeneID	Symbol	Description	Synonyms	GeneType	EnsemblGeneID	Status	ChrAcc	ChrStart	ChrStop	Orientation	Length	GOFunctionID	GOProcessID	GOComponentID	GOFunction	GOProcess	GOComponent
406882	MIRLET7A2	microRNA let-7a-2	LET7A2|MIRNLET7A2|let-7a-2	ncRNA	ENSG00000198975	active	NC_000011.10	122146522	122146593	negative	72		GO:0035195	GO:0016442		miRNA-mediated gene silencing	RISC complex
113218492	MIR10526	microRNA 10526		ncRNA		active	NC_000011.10	122152103	122152156	negative	54						
406892	MIR100	microRNA 100	MIRN100|miR-100	ncRNA	ENSG00000207994	active	NC_000011.10	122152229	122152308	negative	80	GO:0003730///GO:1903231	GO:0010629///GO:0030514///GO:0032717///GO:0035195///GO:0035278///GO:0035279///GO:0045668///GO:1905064	GO:0005615///GO:0016442///GO:1903561	mRNA 3'-UTR binding///mRNA base-pairing translational repressor activity	negative regulation of gene expression///negative regulation of BMP signaling pathway///negative regulation of interleukin-8 production///miRNA-mediated gene silencing///miRNA-mediated gene silencing by inhibition of translation///miRNA-mediated gene silencing by mRNA destabilization///negative regulation of osteoblast differentiation///negative regulation of vascular associated smooth muscle cell differentiation	extracellular space///RISC complex///extracellular vesicle
100189294	TRK-TTT2-1	tRNA-Lys (anticodon TTT) 2-1	TRNAK27	tRNA		active	NC_000011.10	122559947	122560019	positive	73						
84959	UBASH3B	ubiquitin associated and SH3 domain containing B	STS-1|STS1|TULA-2|TULA2|p70	protein-coding	ENSG00000154127	active	NC_000011.10	122655722	122814473	positive	9636	GO:0004725///GO:0005515///GO:0031625///GO:0042802///GO:0051219	GO:0006469///GO:0009968///GO:0035335///GO:0038063///GO:0043393///GO:0045670///GO:0045671///GO:0045779///GO:0051279///GO:0070527///GO:0090331	GO:0005634///GO:0005737	protein tyrosine phosphatase activity///protein binding///ubiquitin protein ligase binding///identical protein binding///phosphoprotein binding	negative regulation of protein kinase activity///negative regulation of signal transduction///peptidyl-tyrosine dephosphorylation///collagen-activated tyrosine kinase receptor signaling pathway///regulation of protein binding///regulation of osteoclast differentiation///negative regulation of osteoclast differentiation///negative regulation of bone resorption///regulation of release of sequestered calcium ion into cytosol///platelet aggregation///negative regulation of platelet aggregation	nucleus///cytoplasm
56253	CRTAM	cytotoxic and regulatory T cell molecule	CD355	protein-coding	ENSG00000109943	active	NC_000011.10	122838419	122872643	positive	2687	GO:0005102	GO:0001768///GO:0001819///GO:0001913///GO:0002355///GO:0002860///GO:0007157///GO:0008037///GO:0032729///GO:0045580///GO:0045954///GO:0046007///GO:0050798///GO:0050863///GO:0051606///GO:0097021///GO:2001185	GO:0001772///GO:0005886	signaling receptor binding	establishment of T cell polarity///positive regulation of cytokine production///T cell mediated cytotoxicity///detection of tumor cell///positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target///heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules///cell recognition///positive regulation of type II interferon production///regulation of T cell differentiation///positive regulation of natural killer cell mediated cytotoxicity///negative regulation of activated T cell proliferation///activated T cell proliferation///regulation of T cell activation///detection of stimulus///lymphocyte migration into lymphoid organs///regulation of CD8-positive, alpha-beta T cell activation	immunological synapse///plasma membrane
79864	JHY	junctional cadherin complex regulator	C11orf63	protein-coding	ENSG00000109944	active	NC_000011.10	122882528	122963862	positive	8346		GO:0007420///GO:0030154///GO:0035082///GO:0044458///GO:0051649///GO:0090175///GO:0090660	GO:0005576		brain development///cell differentiation///axoneme assembly///motile cilium assembly///establishment of localization in cell///regulation of establishment of planar polarity///cerebrospinal fluid circulation	extracellular region
390259	BSX	brain specific homeobox	BSX1	protein-coding	ENSG00000188909	active	NC_000011.10	122977570	122981834	negative	944	GO:0000978///GO:0000981///GO:1990837	GO:0006357///GO:0007626///GO:0042755///GO:0045944///GO:0060056	GO:0000785///GO:0005634///GO:0005667	RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///sequence-specific double-stranded DNA binding	regulation of transcription by RNA polymerase II///locomotory behavior///eating behavior///positive regulation of transcription by RNA polymerase II///mammary gland involution	chromatin///nucleus///transcription regulator complex
341056	LOC341056	SUMO1 activating enzyme subunit 1 pseudogene		pseudo		active	NC_000011.10	123017566	123019611	positive	2046						
3312	HSPA8	heat shock protein family A (Hsp70) member 8	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	protein-coding	ENSG00000109971	active	NC_000011.10	123057489	123062366	negative	2284	GO:0001664///GO:0001786///GO:0003723///GO:0005515///GO:0005524///GO:0016887///GO:0019899///GO:0023026///GO:0030674///GO:0031072///GO:0031625///GO:0044183///GO:0045296///GO:0051082///GO:0051087///GO:0051787///GO:0055131///GO:0140545///GO:0140597///GO:0140662///GO:1990833	GO:0000398///GO:0006457///GO:0006986///GO:0009267///GO:0016192///GO:0031647///GO:0034620///GO:0042026///GO:0043254///GO:0044829///GO:0045892///GO:0046034///GO:0048026///GO:0051085///GO:0051726///GO:0061024///GO:0061635///GO:0061684///GO:0061738///GO:0061740///GO:0071383///GO:0072318///GO:0099175///GO:1902904///GO:1904589///GO:1904764///GO:1990832	GO:0000974///GO:0005576///GO:0005615///GO:0005634///GO:0005654///GO:0005681///GO:0005730///GO:0005737///GO:0005764///GO:0005765///GO:0005770///GO:0005776///GO:0005829///GO:0005886///GO:0005925///GO:0016020///GO:0030425///GO:0034774///GO:0042470///GO:0043195///GO:0043202///GO:0048471///GO:0061202///GO:0070062///GO:0072562///GO:0098575///GO:0098684///GO:0098690///GO:0098978///GO:0099523///GO:0099524///GO:0099634///GO:0101031///GO:1904813///GO:1990904	G protein-coupled receptor binding///phosphatidylserine binding///RNA binding///protein binding///ATP binding///ATP hydrolysis activity///enzyme binding///MHC class II protein complex binding///protein-macromolecule adaptor activity///heat shock protein binding///ubiquitin protein ligase binding///protein folding chaperone///cadherin binding///unfolded protein binding///chaperone binding///misfolded protein binding///C3HC4-type RING finger domain binding///ATP-dependent protein disaggregase activity///protein carrier chaperone///ATP-dependent protein folding chaperone///clathrin-uncoating ATPase activity	mRNA splicing, via spliceosome///protein folding///response to unfolded protein///cellular response to starvation///vesicle-mediated transport///regulation of protein stability///cellular response to unfolded protein///protein refolding///regulation of protein-containing complex assembly///positive regulation by host of viral genome replication///negative regulation of DNA-templated transcription///ATP metabolic process///positive regulation of mRNA splicing, via spliceosome///chaperone cofactor-dependent protein refolding///regulation of cell cycle///membrane organization///regulation of protein complex stability///chaperone-mediated autophagy///late endosomal microautophagy///protein targeting to lysosome involved in chaperone-mediated autophagy///cellular response to steroid hormone stimulus///clathrin coat disassembly///regulation of postsynapse organization///negative regulation of supramolecular fiber organization///regulation of protein import///chaperone-mediated autophagy translocation complex disassembly///slow axonal transport	Prp19 complex///extracellular region///extracellular space///nucleus///nucleoplasm///spliceosomal complex///nucleolus///cytoplasm///lysosome///lysosomal membrane///late endosome///autophagosome///cytosol///plasma membrane///focal adhesion///membrane///dendrite///secretory granule lumen///melanosome///terminal bouton///lysosomal lumen///perinuclear region of cytoplasm///clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane///extracellular exosome///blood microparticle///lumenal side of lysosomal membrane///photoreceptor ribbon synapse///glycinergic synapse///glutamatergic synapse///presynaptic cytosol///postsynaptic cytosol///postsynaptic specialization membrane///chaperone complex///ficolin-1-rich granule lumen///ribonucleoprotein complex
85391	SNORD14E	small nucleolar RNA, C/D box 14E		snoRNA	ENSG00000200879	active	NC_000011.10	123058077	123058156	negative	80						
85390	SNORD14D	small nucleolar RNA, C/D box 14D		snoRNA	ENSG00000207118	active	NC_000011.10	123058909	123058995	negative	87		GO:0006396	GO:0005730		RNA processing	nucleolus
85389	SNORD14C	small nucleolar RNA, C/D box 14C		snoRNA	ENSG00000202252	active	NC_000011.10	123059335	123059422	negative	88		GO:0006396	GO:0005730		RNA processing	nucleolus
101929289	LOC101929289					discontinued	NC_000011.10	123062471	123063231	positive	420						
79827	CLMP	CXADR like membrane protein	ACAM|ASAM|CSBM|CSBS	protein-coding	ENSG00000166250	active	NC_000011.10	123069872	123195248	negative	5032	GO:0005515	GO:0048565	GO:0005881///GO:0005886///GO:0005923///GO:0009986	protein binding	digestive tract development	cytoplasmic microtubule///plasma membrane///bicellular tight junction///cell surface
105369540	LOC105369540	uncharacterized LOC105369540		ncRNA		active	NC_000011.10	123204038	123207719	positive	1622						
105369539	LOC105369539	uncharacterized LOC105369539		ncRNA		active	NC_000011.10	123206432	123207784	negative	1204						
105369541	LINC02727	long intergenic non-protein coding RNA 2727		ncRNA	ENSG00000254823	active	NC_000011.10	123313674	123314981	negative	610						
57476	GRAMD1B	GRAM domain containing 1B	LINC01059	protein-coding	ENSG00000023171	active	NC_000011.10	123358299	123627789	positive	20425	GO:0001786///GO:0015485///GO:0032934///GO:0070300///GO:0120015///GO:0120020	GO:0032366///GO:0042632///GO:0071397///GO:0120009	GO:0005789///GO:0005886///GO:0016020///GO:0140268	phosphatidylserine binding///cholesterol binding///sterol binding///phosphatidic acid binding///sterol transfer activity///cholesterol transfer activity	intracellular sterol transport///cholesterol homeostasis///cellular response to cholesterol///intermembrane lipid transfer	endoplasmic reticulum membrane///plasma membrane///membrane///endoplasmic reticulum-plasma membrane contact site
100616319	MIR4493	microRNA 4493		ncRNA	ENSG00000265357	active	NC_000011.10	123381440	123381512	negative	73						
55800	SCN3B	sodium voltage-gated channel beta subunit 3	ATFB16|BRGDA7|HSA243396|SCNB3	protein-coding	ENSG00000166257	active	NC_000011.10	123629187	123654607	negative	6066	GO:0005244///GO:0005515///GO:0017080///GO:0019871///GO:0044325///GO:0086006	GO:0006814///GO:0007399///GO:0010460///GO:0010765///GO:0019233///GO:0035725///GO:0051899///GO:0060048///GO:0060371///GO:0060373///GO:0072659///GO:0086002///GO:0086005///GO:0086010///GO:0086012///GO:0086014///GO:0086015///GO:0086091///GO:2000649	GO:0001518///GO:0005886///GO:0016020///GO:0030018	voltage-gated ion channel activity///protein binding///sodium channel regulator activity///sodium channel inhibitor activity///transmembrane transporter binding///voltage-gated sodium channel activity involved in cardiac muscle cell action potential	sodium ion transport///nervous system development///positive regulation of heart rate///positive regulation of sodium ion transport///sensory perception of pain///sodium ion transmembrane transport///membrane depolarization///cardiac muscle contraction///regulation of atrial cardiac muscle cell membrane depolarization///regulation of ventricular cardiac muscle cell membrane depolarization///protein localization to plasma membrane///cardiac muscle cell action potential involved in contraction///ventricular cardiac muscle cell action potential///membrane depolarization during action potential///membrane depolarization during cardiac muscle cell action potential///atrial cardiac muscle cell action potential///SA node cell action potential///regulation of heart rate by cardiac conduction///regulation of sodium ion transmembrane transporter activity	voltage-gated sodium channel complex///plasma membrane///membrane///Z disc
105369543	LOC105369543	uncharacterized LOC105369543		ncRNA		active	NC_000011.10	123651728	123672257	positive	3095						
7753	ZNF202	zinc finger protein 202	ZKSCAN10|ZSCAN42	protein-coding	ENSG00000166261	active	NC_000011.10	123723914	123741675	negative	5057	GO:0000978///GO:0000981///GO:0001227///GO:0005515///GO:0046872	GO:0000122///GO:0006357///GO:0006629	GO:0005694///GO:0005730///GO:0016604	RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription repressor activity, RNA polymerase II-specific///protein binding///metal ion binding	negative regulation of transcription by RNA polymerase II///regulation of transcription by RNA polymerase II///lipid metabolic process	chromosome///nucleolus///nuclear body
390260	OR6X1	olfactory receptor family 6 subfamily X member 1	OR11-270	protein-coding	ENSG00000221931	active	NC_000011.10	123753580	123754518	negative	939	GO:0004930///GO:0004984	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
105369544	LOC105369544	uncharacterized LOC105369544		ncRNA		active	NC_000011.10	123797387	123817027	positive	543						
390261	OR6M1	olfactory receptor family 6 subfamily M member 1	OR11-271	protein-coding	ENSG00000196099	active	NC_000011.10	123805408	123806349	negative	942	GO:0004930///GO:0004984	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
338661	TMEM225	transmembrane protein 225	PMP22CD|PPP1R154|SPATA47	protein-coding	ENSG00000204300	active	NC_000011.10	123882920	123885923	negative	1540		GO:0010923	GO:0002080		negative regulation of phosphatase activity	acrosomal membrane
338662	OR8D4	olfactory receptor family 8 subfamily D member 4	OR11-275	protein-coding	ENSG00000181518	active	NC_000011.10	123906432	123907376	positive	945	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
219875	OR4D5	olfactory receptor family 4 subfamily D member 5	OR11-276	protein-coding	ENSG00000171014	active	NC_000011.10	123939617	123940573	positive	957	GO:0004930///GO:0004984	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
219874	OR6T1	olfactory receptor family 6 subfamily T member 1	OR11-277	protein-coding	ENSG00000181499	active	NC_000011.10	123941474	123943844	negative	2371	GO:0004984///GO:0004993///GO:0030594	GO:0007187///GO:0007268///GO:0050911///GO:0098664	GO:0005886///GO:0030425///GO:0045202	olfactory receptor activity///G protein-coupled serotonin receptor activity///neurotransmitter receptor activity	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger///chemical synaptic transmission///detection of chemical stimulus involved in sensory perception of smell///G protein-coupled serotonin receptor signaling pathway	plasma membrane///dendrite///synapse
219873	OR10S1	olfactory receptor family 10 subfamily S member 1	OR11-279	protein-coding	ENSG00000196248	active	NC_000011.10	123976696	123977691	negative	996	GO:0004930///GO:0004984	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
79490	OR10G6	olfactory receptor family 10 subfamily G member 6	OR10G6P|OR10G6Q	protein-coding	ENSG00000198674	active	NC_000011.10	123994163	123995161	negative	999	GO:0004930///GO:0004984	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
390264	OR10G4	olfactory receptor family 10 subfamily G member 4	OR11-278	protein-coding	ENSG00000254737	active	NC_000011.10	124015575	124016510	positive	936	GO:0004930///GO:0004984///GO:0005515	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///protein binding	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
219870	OR10G9	olfactory receptor family 10 subfamily G member 9	OR10G10P	protein-coding	ENSG00000236981	active	NC_000011.10	124023013	124023948	positive	936	GO:0004930///GO:0004984	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
219869	OR10G8	olfactory receptor family 10 subfamily G member 8	OR11-274|OR11-282	protein-coding	ENSG00000234560	active	NC_000011.10	124029623	124030558	positive	936	GO:0004930///GO:0004984	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
390265	OR10G7	olfactory receptor family 10 subfamily G member 7	OR11-283	protein-coding	ENSG00000182634	active	NC_000011.10	124038066	124039001	negative	936	GO:0004930///GO:0004984	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
107984403	LOC107984403					discontinued	NC_000011.10	124075598	124076899	positive	1090						
105369545	LOC105369545	uncharacterized LOC105369545		ncRNA		active	NC_000011.10	124082358	124086980	negative	882						
4013	VWA5A	von Willebrand factor A domain containing 5A	BCSC-1|BCSC1|LOH11CR2A	protein-coding	ENSG00000110002	active	NC_000011.10	124115404	124147721	positive	4996	GO:0005515		GO:0005654	protein binding		nucleoplasm
26497	OR10D3	olfactory receptor family 10 subfamily D member 3	HTPCRX09|OR10D3P	protein-coding	ENSG00000197309	active	NC_000011.10	124185216	124186245	positive	1030	GO:0004930///GO:0004984	GO:0007186///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity	G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
102724410	LOC102724410	uncharacterized LOC102724410		ncRNA		active	NC_000011.10	124218136	124228128	negative	1979						
26492	OR8G2P	olfactory receptor family 8 subfamily G member 2 pseudogene	HSTPCR120|OR8G2|OR8G4|ORL206|ORL486|TPCR120	pseudo	ENSG00000181214	active	NC_000011.10	124224639	124225663	positive	1025	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
112267863	LOC112267863	replaced by ID 219865				secondary	NC_000011.10	124241158	124311784	positive	1202						
26494	OR8G1	olfactory receptor family 8 subfamily G member 1	HSTPCR25|OR8G1P|TPCR25	protein-coding	ENSG00000197849	active	NC_000011.10	124249676	124250611	positive	936	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886///GO:0016020	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane///membrane
219865	OR8G5	olfactory receptor family 8 subfamily G member 5	OR11-298|OR8G5P|OR8G6	protein-coding	ENSG00000255298	active	NC_000011.10	124264827	124265867	positive	1041	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
283159	OR8D1	olfactory receptor family 8 subfamily D member 1	JCG9|OR8D3|OST004|PDJ9J14	protein-coding	ENSG00000196341	active	NC_000011.10	124309840	124310766	negative	927	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
112268069	LOC112268069	uncharacterized LOC112268069		ncRNA		active	NC_000011.10	124316060	124323283	positive	671						
283160	OR8D2	olfactory receptor family 8 subfamily D member 2	JCG2	protein-coding	ENSG00000279116	active	NC_000011.10	124319262	124320197	negative	936	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
26595	OR8B2	olfactory receptor family 8 subfamily B member 2	OR11-309|OR11-310	protein-coding	ENSG00000284680	active	NC_000011.10	124382402	124397320	negative	1246	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
390271	OR8B3	olfactory receptor family 8 subfamily B member 3	OR11-311	protein-coding	ENSG00000284609	active	NC_000011.10	124396410	124410495	negative	2457	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
107984404	LOC107984404	uncharacterized LOC107984404		ncRNA		active	NC_000011.10	124404616	124405687	positive	539						
283162	OR8B4	olfactory receptor family 8 subfamily B member 4	OR11-315|OR8B4P	protein-coding	ENSG00000280090	active	NC_000011.10	124423942	124424871	negative	930	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
26493	OR8B8	olfactory receptor family 8 subfamily B member 8	TPCR85	protein-coding	ENSG00000197125	active	NC_000011.10	124440150	124441085	negative	936	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886///GO:0016020	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane///membrane
219858	OR8B12	olfactory receptor family 8 subfamily B member 12	OR11-317	protein-coding	ENSG00000170953	active	NC_000011.10	124542722	124543654	negative	933	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
390275	OR8A1	olfactory receptor family 8 subfamily A member 1	OR11-318|OST025	protein-coding	ENSG00000196119	active	NC_000011.10	124569997	124571374	positive	1378	GO:0004930///GO:0004984///GO:0005549	GO:0007186///GO:0007608///GO:0050911	GO:0005886	G protein-coupled receptor activity///olfactory receptor activity///odorant binding	G protein-coupled receptor signaling pathway///sensory perception of smell///detection of chemical stimulus involved in sensory perception of smell	plasma membrane
116337	PANX3	pannexin 3	PX3	protein-coding	ENSG00000154143	active	NC_000011.10	124611428	124620356	positive	1729	GO:0005198///GO:0022829///GO:0055077	GO:0006812///GO:0007267///GO:0032732///GO:0055085	GO:0005886///GO:0005921	structural molecule activity///wide pore channel activity///gap junction hemi-channel activity	cation transport///cell-cell signaling///positive regulation of interleukin-1 production///transmembrane transport	plasma membrane///gap junction
84897	TBRG1	transforming growth factor beta regulator 1	NIAM|TB-5	protein-coding	ENSG00000154144	active	NC_000011.10	124622846	124635926	positive	7739	GO:0005515	GO:0006260///GO:0007049///GO:0008285///GO:0050821///GO:0051726///GO:1990173	GO:0005634///GO:0005654	protein binding	DNA replication///cell cycle///negative regulation of cell population proliferation///protein stabilization///regulation of cell cycle///protein localization to nucleoplasm	nucleus///nucleoplasm
54414	SIAE	sialic acid acetylesterase	AIS6|CSE-C|CSEC|LSE|YSG2	protein-coding	ENSG00000110013	active	NC_000011.10	124633113	124676303	negative	8491	GO:0001681///GO:0106330///GO:0106331	GO:0002682///GO:0005975	GO:0005615///GO:0005764///GO:0070062	sialate O-acetylesterase activity///sialate 9-O-acetylesterase activity///sialate 4-O-acetylesterase activity	regulation of immune system process///carbohydrate metabolic process	extracellular space///lysosome///extracellular exosome
53340	SPA17	sperm autoantigenic protein 17	CT22|SP17|SP17-1	protein-coding	ENSG00000064199	active	NC_000011.10	124673844	124694794	positive	1389	GO:0005515///GO:0005516	GO:0003351///GO:0007283///GO:0007338///GO:0007339	GO:0005576///GO:0005737///GO:0005929///GO:0009897///GO:0031514///GO:0035686///GO:0043005///GO:0097228	protein binding///calmodulin binding	epithelial cilium movement involved in extracellular fluid movement///spermatogenesis///single fertilization///binding of sperm to zona pellucida	extracellular region///cytoplasm///cilium///external side of plasma membrane///motile cilium///sperm fibrous sheath///neuron projection///sperm principal piece
107984405	LOC107984405	uncharacterized LOC107984405		ncRNA		active	NC_000011.10	124718278	124723163	positive	3777						
4900	NRGN	neurogranin	RC3|hng	protein-coding	ENSG00000154146	active	NC_000011.10	124739942	124747210	positive	1213	GO:0005516///GO:0005547///GO:0070300	GO:0007165///GO:0007399///GO:0008306///GO:0021537///GO:0099170///GO:1900273	GO:0005634///GO:0005829///GO:0012510///GO:0014069///GO:0030424///GO:0031966///GO:0043025///GO:0044327///GO:0045211///GO:0098978	calmodulin binding///phosphatidylinositol-3,4,5-trisphosphate binding///phosphatidic acid binding	signal transduction///nervous system development///associative learning///telencephalon development///postsynaptic modulation of chemical synaptic transmission///positive regulation of long-term synaptic potentiation	nucleus///cytosol///trans-Golgi network transport vesicle membrane///postsynaptic density///axon///mitochondrial membrane///neuronal cell body///dendritic spine head///postsynaptic membrane///glutamatergic synapse
23584	VSIG2	V-set and immunoglobulin domain containing 2	2210413P10Rik|CTH|CTXL	protein-coding	ENSG00000019102	active	NC_000011.10	124747474	124752255	negative	1447		GO:0006629	GO:0005886///GO:0016020		lipid metabolic process	plasma membrane///membrane
90952	ESAM	endothelial cell adhesion molecule	W117m	protein-coding	ENSG00000149564	active	NC_000011.10	124753126	124762290	negative	1829	GO:0005515///GO:0098632	GO:0007156///GO:0008104///GO:0030833///GO:0035633///GO:0070830///GO:0098609///GO:2000249	GO:0005886///GO:0005911///GO:0005912///GO:0005923///GO:0032991	protein binding///cell-cell adhesion mediator activity	homophilic cell adhesion via plasma membrane adhesion molecules///protein localization///regulation of actin filament polymerization///maintenance of blood-brain barrier///bicellular tight junction assembly///cell-cell adhesion///regulation of actin cytoskeleton reorganization	plasma membrane///cell-cell junction///adherens junction///bicellular tight junction///protein-containing complex
101929340	ESAM-AS1	ESAM antisense RNA 1		ncRNA	ENSG00000250073	active	NC_000011.10	124759134	124765925	positive	1522						
79684	MSANTD2	Myb/SANT DNA binding domain containing 2	C11orf61	protein-coding	ENSG00000120458	active	NC_000011.10	124766492	124800972	negative	23052						
100507283	MSANTD2-AS1	MSANTD2 antisense RNA 1		ncRNA	ENSG00000245498	active	NC_000011.10	124800428	124834487	positive	2908						
64221	ROBO3	roundabout guidance receptor 3	HGPPS|HGPPS1|HGPS|RBIG1|RIG1	protein-coding	ENSG00000154134	active	NC_000011.10	124865432	124881471	positive	4928	GO:0005515///GO:0098632	GO:0007156///GO:0007411///GO:0016199///GO:0070593	GO:0005886///GO:0016020///GO:0030424	protein binding///cell-cell adhesion mediator activity	homophilic cell adhesion via plasma membrane adhesion molecules///axon guidance///axon midline choice point recognition///dendrite self-avoidance	plasma membrane///membrane///axon
54538	ROBO4	roundabout guidance receptor 4	AOVD3|ECSM4|MRB	protein-coding	ENSG00000154133	active	NC_000011.10	124883691	124897865	negative	4294	GO:0005515///GO:0038023///GO:0098632	GO:0001525///GO:0007156///GO:0007411///GO:0030334///GO:0061028///GO:0070593	GO:0005886///GO:0016020///GO:0030424///GO:0070062	protein binding///signaling receptor activity///cell-cell adhesion mediator activity	angiogenesis///homophilic cell adhesion via plasma membrane adhesion molecules///axon guidance///regulation of cell migration///establishment of endothelial barrier///dendrite self-avoidance	plasma membrane///membrane///axon///extracellular exosome
107984406	LOC107984406	uncharacterized LOC107984406		ncRNA		active	NC_000011.10	124891809	124945321	positive	2246						
220296	HEPACAM	hepatic and glial cell adhesion molecule	GlialCAM|HEPN1|MLC2A|MLC2B	protein-coding	ENSG00000165478	active	NC_000011.10	124919205	124936412	negative	3746		GO:0007049///GO:0007155///GO:0008104///GO:0051726	GO:0005737///GO:0005911///GO:0016020///GO:0030424		cell cycle///cell adhesion///protein localization///regulation of cell cycle	cytoplasm///cell-cell junction///membrane///axon
641654	HEPN1	hepatocellular carcinoma, down-regulated 1		protein-coding	ENSG00000221932	active	NC_000011.10	124919250	124920677	positive	1428						
